,Unnamed: 0,ep_num,air_date,round_name,coord,category,value,daily_double,question,answer,correct_attempts,wrong_attempts,value_tuple,value_num,difficulty,topic_cluster,topic_name,human_score
237,39493,7393,2016-11-02,Jeopardy,"(3, 2)","""B""RANDS","(400,)",False,This company introduced the world's first cordless electric drill in 1961,Black & Decker,1.0,0.0,"(400,)",400.0,easy,19,20th Century History & Pop Culture,1
238,3556,351,1986-01-13,Double Jeopardy,"(3, 1)",WINTER SPORTS,"(200,)",False,"Contrary to popular legend, ""mush!"" isn't a command usually used in these races",dogsled races,1.0,0.0,"(200,)",200.0,easy,15,Literature & Language,1
239,11331,2771,1996-09-23,Double Jeopardy,"(5, 1)",ART & ARTISTS,"(200,)",False,"Rembrandt painted 62 of these, revealing every wrinkle of his face as it aged",a self-portrait,1.0,0.0,"(200,)",200.0,easy,5,"Mythology, Literature & Wordplay",1
240,46378,7508,2017-04-12,Jeopardy,"(2, 1)",HOW DO YOU...,"(200,)",False,"Navigate Lhotse Face & Geneva Spur; survive Death Zone, reach Hillary Step; planting flag is optional",how do you scale Mount Everest,1.0,0.0,"(200,)",200.0,easy,12,History & World Leaders,1
241,36677,4358,2003-07-09,Double Jeopardy,"(3, 1)",NATIONAL PARKS OF THE WORLD,"(400,)",False,Banff National Park,Canada,1.0,0.0,"(400,)",400.0,easy,1,"Dates, Time & Numbers",1
242,13293,2817,1996-11-26,Jeopardy,"(2, 4)",INVENTIONS,"(400,)",False,His 1861 cylindrical pin-tumbler lock was an adaptation of ancient Egyptian lock designs,Linus Yale,1.0,0.0,"(400,)",400.0,easy,5,"Mythology, Literature & Wordplay",1
243,17067,2880,1997-02-21,Jeopardy,"(3, 1)",FAMOUS AMERICANS,"(100,)",False,He served as FBI director under every president from Coolidge to Nixon,J. Edgar Hoover,1.0,0.0,"(100,)",100.0,easy,2,"Politics, Government & Industry",1
244,30749,4258,2003-02-19,Jeopardy,"(3, 2)",DINNER THEATER,"(400,)",False,"A beloved high school musical, it's also what the buffet home fries are dripping with",Grease,1.0,0.0,"(400,)",400.0,easy,13,Trivia & Famous People,1
245,14359,2835,1996-12-20,Jeopardy,"(5, 1)",HINTS FROM HELOISE,"(100,)",False,Diners on a diet can substitute yogurt or cottage cheese for this sour dairy product,Sour Cream,1.0,0.0,"(100,)",100.0,easy,12,History & World Leaders,1
246,62182,7772,2018-05-29,Jeopardy,"(5, 2)","""I"" 4","(400,)",False,"Slangy synonym for ""signs"", as in ""Superstar ____ new contract""",inks,1.0,0.0,"(400,)",400.0,easy,19,20th Century History & Pop Culture,1
247,17322,2884,1997-02-27,Jeopardy,"(2, 3)",FRUITS & VEGETABLES,"(300,)",False,"To make Poile Helene, place a poached one of these atop vanilla ice cream & top with chocolate sauce",Pear,1.0,0.0,"(300,)",300.0,easy,7,American Pop Culture,1
248,11486,2777,1996-10-01,Jeopardy,"(1, 2)",WE'RE NO. 1,"(200,)",False,"The U.S., the top maker of french fries, sends 48.5% of exports to this country; you want fries with that sushi?",Japan,1.0,0.0,"(200,)",200.0,easy,12,History & World Leaders,1
249,3907,370,1986-02-07,Double Jeopardy,"(3, 2)",'70s THEATER,"(400,)",False,"A ""Babe on Broadway"" in 1941 film, it wasn't until 1979's ""Sugar Babies"" he made a real Broadway debut",Mickey Rooney,1.0,0.0,"(400,)",400.0,easy,13,Trivia & Famous People,1
250,5408,2573,1995-11-08,Jeopardy,"(6, 4)",PIGS ON FILM,"(400,)",False,Maurice Denham voiced barnyard revolt leader Napoleon the Pig in a 1955 version of this Orwell classic,Animal Farm,1.0,0.0,"(400,)",400.0,easy,13,Trivia & Famous People,1
251,40827,7415,2016-12-02,Double Jeopardy,"(1, 1)","THE TACO BELL CANON IN ""D""","(400,)",False,You can get these chips as a side or in your Locos Tacos,Doritos,1.0,0.0,"(400,)",400.0,easy,19,20th Century History & Pop Culture,1
252,44854,7482,2017-03-07,Jeopardy,"(2, 1)",AMUSEMENT & THEME PARKS,"(200,)",False,"These theme parks, including the one in San Diego, announced they're ending their orca shows as well as orca breeding",SeaWorld,1.0,0.0,"(200,)",200.0,easy,3,Food & Cuisine,1
253,23755,4142,2002-09-10,Jeopardy,"(3, 2)",ALSO AN AUTO,"(400,)",False,"It won't tax you much to take a gamble & name this Riviera city 9 miles from Nice, France",Monte Carlo,1.0,0.0,"(400,)",400.0,easy,19,20th Century History & Pop Culture,1
254,42259,7438,2017-01-04,Jeopardy,"(4, 2)",DUMB DOWN THE SAYING,"(400,)",False,"""Anchoring position at the bottom of a wooden sculpture carved by Native Americans of the Northwest""","""the low man on the totem pole""",1.0,2.0,"(400,)",400.0,easy,8,Word Games,0
255,42787,7447,2017-01-17,Jeopardy,"(6, 1)",PRE-AMBLE,"(200,)",False,"From the Latin for ""thing to be done"", it's a list of items to be covered at a meeting",agenda,1.0,0.0,"(200,)",200.0,easy,12,History & World Leaders,1
256,42420,7440,2017-01-06,Double Jeopardy,"(1, 5)",WRITERS ON FILM,"(2000,)",False,"(I'm Louis C.K.) In a 2015 film I played Arlen Hird, a composite character who is blacklisted along with this screenwriter played by Bryan Cranston",(Dalton) Trumbo,1.0,0.0,"(2000,)",2000.0,hard,13,Trivia & Famous People,1
257,12986,2812,1996-11-19,Jeopardy,"(6, 3)","""D"" IN COOKING","(300,)",False,The name of this heavy pot used for stews may be derived from a certain ethnic group in Pennsylvania,a Dutch oven,1.0,1.0,"(300,)",300.0,easy,19,20th Century History & Pop Culture,0
258,8484,2679,1996-04-04,Double Jeopardy,"(1, 2)",ROYALTY,"(400,)",False,In 1949 he succeeded his grandfather  Prince Louis II as ruler of Monaco,Prince Rainier,1.0,0.0,"(400,)",400.0,easy,2,"Politics, Government & Industry",1
259,37184,7356,2016-09-12,Jeopardy,"(5, 1)",I LIKE YOUR COLÓN,"(200,)",False,"Descendants of those who worked on a big dig are the main populace of Colón, this country's major port",Panama,0.0,3.0,"(200,)",200.0,easy,12,History & World Leaders,0
260,57883,7699,2018-02-15,Double Jeopardy,"(1, 1)",AMERICAN BOOKS & AUTHORS,"(400,)",False,In 2004 this beloved author was honored on the stamp seen here,Dr. Seuss,1.0,0.0,"(400,)",400.0,easy,6,Performing Arts,1
261,19430,2922,1997-04-22,Jeopardy,"(5, 3)",NUTS,"(300,)",False,"Most of these ""spreading"" American trees have been killed by a disease that started near New York City in 1904",Chestnut,1.0,1.0,"(300,)",300.0,easy,7,American Pop Culture,0
262,25856,4177,2002-10-29,Jeopardy,"(4, 1)","EARTH, WIND & FIRE","(200,)",False,"On the Beaufort scale, winds range from 0 for calm to 12 to 17 for these powerful storms",hurricanes,1.0,0.0,"(200,)",200.0,easy,5,"Mythology, Literature & Wordplay",1
263,50151,7571,2017-07-10,Jeopardy,"(1, 1)",THE PRESIDENTIAL VERSE OF RICHARD ARMOUR,"(200,)",False,"This man ""was a tall man, a lanky six-feet-four. he had to duck a little when coming through a door""",Abraham Lincoln,1.0,0.0,"(200,)",200.0,easy,11,"Water, Transport & Landforms",1
264,8163,2673,1996-03-27,Jeopardy,"(1, 4)",THE U.S.,"(400,)",False,"While it's been called the ""Clam State"" & ""Mosquito State"", it's officially the ""Garden State""",New Jersey,1.0,0.0,"(400,)",400.0,easy,4,"Nature, Geography & Earth Science",1
265,2841,311,1985-11-18,Jeopardy,"(1, 4)",U.S. HISTORY,"(400,)",False,Though popular in early 1800s this Tennessee congressman was even more popular in the 1950s,Davy Crockett,1.0,0.0,"(400,)",400.0,easy,17,Religion,1
266,18170,2900,1997-03-21,Jeopardy,"(3, 4)",POP CULTURE,"(400,)",False,"Guitarist Richie Sambora of this group co-wrote Cher's hit ""We All Sleep Alone""",Bon Jovi,1.0,0.0,"(400,)",400.0,easy,5,"Mythology, Literature & Wordplay",1
267,42079,7435,2016-12-30,Jeopardy,"(2, 1)",THE LEADERS & BEST,"(200,)",False,After Moses died this man led the children of Israel over the Jordan & conquered Jericho,Joshua,0.0,3.0,"(200,)",200.0,easy,2,"Politics, Government & Industry",0
268,1603,80,1984-12-28,Jeopardy,"(5, 3)",GYMNASTICS,"(300,)",False,"1st appeared in '36 Olympics, created by changing level of one of its parts",uneven parallel bars,1.0,0.0,"(300,)",300.0,easy,15,Literature & Language,1
269,55973,7667,2018-01-02,Double Jeopardy,"(4, 1)","DOUBLE ""O"" 7-LETTER WORDS","(400,)",False,"According to the Chinese zodiac, 2017 is the year of this barnyard animal",a rooster,1.0,0.0,"(400,)",400.0,easy,14,World Regions & Capitals,1
270,11127,2767,1996-09-17,Jeopardy,"(2, 3)",RODENTS,"(300,)",False,"The call of this small reddish-brown rodent is a loud ""chip"" followed by a rapid trill",chipmunk,1.0,0.0,"(300,)",300.0,easy,9,Inventions & Notable Names,1
271,18809,2911,1997-04-07,Jeopardy,"(4, 1)",SONG LYRICS,"(100,)",False,"In the Beatles hit, ""I said something wrong, now I long for"" this","""Yesterday""",1.0,0.0,"(100,)",100.0,easy,18,Animals & Natural World,1
272,4634,441,1986-05-19,Jeopardy,"(1, 3)",SOUTH AMERICA,"(300,)",False,"A Spanish navigator got to Uruguay 1st, but it was this country that established the 1st settlement",Portugal,1.0,0.0,"(300,)",300.0,easy,1,"Dates, Time & Numbers",1
273,40216,7405,2016-11-18,Jeopardy,"(6, 2)","""PEANUT"", ""BUTTER"", ""JELLY"", ""TIME""","(400,)",False,A schedule of events,a timetable,1.0,0.0,"(400,)",400.0,easy,7,American Pop Culture,1
274,12983,2812,1996-11-19,Jeopardy,"(3, 3)",MOVIE CLASSICS,"(300,)",False,"1941 classic in which Bogart tells Peter Lorre, ""When you're slapped, you'll take it and like it""",The Maltese Falcon,1.0,0.0,"(300,)",300.0,easy,13,Trivia & Famous People,1
275,2214,277,1985-10-01,Jeopardy,"(2, 3)","""UP"" SONGS","(300,)",False,"In '80, Diana Ross was ""inside out"" with this #1 hit","""Upside Down""",1.0,0.0,"(300,)",300.0,easy,18,Animals & Natural World,1
276,20958,2948,1997-05-28,Jeopardy,"(4, 1)",ANNUAL EVENTS,"(100,)",False,"The Grune Woche, one of Germany's largest agricultural fairs, takes place in this capital city.",Berlin,1.0,0.0,"(100,)",100.0,easy,15,Literature & Language,1
277,29608,4239,2003-01-23,Jeopardy,"(6, 1)","CROSSWORD CLUES ""T""","(200,)",False,The study of God(8),theology,1.0,0.0,"(200,)",200.0,easy,19,20th Century History & Pop Culture,1
278,11366,2775,1996-09-27,Jeopardy,"(3, 2)",10-LETTER WORDS,"(200,)",False,"A Mormon hall, or the portable sanctuary in which the Ark of the Covenant was carried",tabernacle,1.0,0.0,"(200,)",200.0,easy,14,World Regions & Capitals,1
279,33074,4299,2003-04-17,Jeopardy,"(3, 2)",MUSIC FOR YOUR CAT,"(400,)",False,"Naturally, ""Cat People (Putting Out Fire)"" is Kitty's favorite track on his album ""Let's Dance""",David Bowie,1.0,0.0,"(400,)",400.0,easy,18,Animals & Natural World,1
280,25946,4178,2002-10-30,Double Jeopardy,"(3, 1)",THEATRE,"(400,)",False,"The French call this popular musical ""Un Violon sur le Toit""",Fiddler on the Roof,0.0,3.0,"(400,)",400.0,easy,13,Trivia & Famous People,0
281,10398,2749,1996-07-11,Jeopardy,"(3, 4)",BUSINESS & INDUSTRY,"(400,)",False,"Launched in the U.S. in 1993, this company's Captiva camera produces pictures about the size of a credit card",Polaroid,1.0,0.0,"(400,)",400.0,easy,5,"Mythology, Literature & Wordplay",1
282,15970,2863,1997-01-29,Jeopardy,"(3, 1)",TRAVEL U.S.A.,"(100,)",False,Wicker furniture maker Harry Shill built the rolling chairs used on this city's Boardwalk,Atlantic City,1.0,0.0,"(100,)",100.0,easy,1,"Dates, Time & Numbers",1
283,3765,368,1986-02-05,Jeopardy,"(1, 3)",CRIME & PUNISHMENT,"(300,)",False,"J. Edgar Hoover kept this ""Public Enemy's"" death mask in his own office",Dillinger,1.0,0.0,"(300,)",300.0,easy,5,"Mythology, Literature & Wordplay",1
284,44163,7470,2017-02-17,Jeopardy,"(5, 2)",GEOGRAPHER'S DICTIONARY,"(400,)",False,The Ganges River has the world's largest of these wide plains created by diverging branches of a river's mouth,a delta,1.0,0.0,"(400,)",400.0,easy,1,"Dates, Time & Numbers",1
285,319,10,1984-09-21,Jeopardy,"(3, 2)","""JACKS"" OF ALL TRADES","(200,)",False,"Between him & his wife, they licked the platter clean",Jack Sprat,1.0,0.0,"(200,)",200.0,easy,5,"Mythology, Literature & Wordplay",1
286,42913,7449,2017-01-19,Jeopardy,"(4, 2)","SONG OF ""MYSELF""","(400,)",False,In 2004 Beyonce gave us this song about a really personal trinity,"""Me, Myself and I""",1.0,0.0,"(400,)",400.0,easy,18,Animals & Natural World,1
287,30506,4254,2003-02-13,Jeopardy,"(5, 1)",ENDLESS SUMER,"(200,)",False,The Sumerian name for the Mesopotamian plain may have given us this name of a Biblical garden,Eden,1.0,1.0,"(200,)",200.0,easy,12,History & World Leaders,0
288,13315,2817,1996-11-26,Double Jeopardy,"(6, 2)",THEY ALMOST STARRED IN...,"(400,)",False,"Bette Davis wanted to play Martha in this 1966 film, but Elizabeth Taylor got the part and an Oscar","""Who\'s Afraid of Virginia Woolf?""",1.0,0.0,"(400,)",400.0,easy,13,Trivia & Famous People,1
289,8653,2683,1996-04-10,Jeopardy,"(5, 4)","""HOO""","(400,)",False,"Popular in the 1860s, crinolines were a type of this womens' fashion",Hoop Skirts,1.0,0.0,"(400,)",400.0,easy,8,Word Games,1
290,58420,7709,2018-03-01,Jeopardy,"(5, 1)",ERIN,"(200,)",False,"Erin Murphy was Tabitha, the nose-twitching daughter witch on this 1960s sitcom",Bewitched,1.0,0.0,"(200,)",200.0,easy,2,"Politics, Government & Industry",1
291,19764,2928,1997-04-30,Jeopardy,"(5, 1)",HOLIDAYS & OBSERVANCES,"(100,)",False,"Bears, badgers & this mammal have been known to predict the weather on Candlemas, February 2",groundhog,1.0,0.0,"(100,)",100.0,easy,11,"Water, Transport & Landforms",1
292,11854,2783,1996-10-09,Jeopardy,"(3, 3)",GAME SHOWS,"(300,)",False,"They're the Burt & Bert of Burt & Bert Productions, which produced ""Win, Lose or Draw""",Reynolds & Convy,1.0,0.0,"(300,)",300.0,easy,0,Movies & Film,1
293,27549,4204,2002-12-05,Jeopardy,"(6, 1)",Q WITHOUT U,"(200,)",False,This adjective refers to a keyboard that's like a traditional typewriter with 6 particular letters at the upper left,QWERTY,1.0,0.0,"(200,)",200.0,easy,19,20th Century History & Pop Culture,1
294,46323,7507,2017-04-11,Jeopardy,"(3, 1)",WORLD CAPITALS,"(200,)",False,"This South Korean capital is said to be the world's most wired city, with around 95% of households having broadband",Seoul,1.0,0.0,"(200,)",200.0,easy,1,"Dates, Time & Numbers",1
295,20811,2945,1997-05-23,Double Jeopardy,"(4, 2)",ROMANCE LANGUAGES,"(400,)",False,"A sign in a store window in Spain may say ""Ici On Parle Francais"" meaning this",Here we speak French,1.0,0.0,"(400,)",400.0,easy,8,Word Games,1
296,45142,7487,2017-03-14,Jeopardy,"(6, 1)",IT'S A TOY HALL-ER,"(200,)",False,"2009 seems really, really late for this 4-letter thing to make the Hall, be it a foot, volley, golf or any other type",a ball,1.0,0.0,"(200,)",200.0,easy,12,History & World Leaders,1
297,15940,2862,1997-01-28,Double Jeopardy,"(4, 1)",COLLEGES & UNIVERSITIES,"(200,)",False,"""Anchors Aweigh"" was written for this military academy's class of 1907",U.S. Naval Academy,1.0,0.0,"(200,)",200.0,easy,4,"Nature, Geography & Earth Science",1
298,4572,438,1986-05-14,Jeopardy,"(5, 2)",THE FLINTSTONES,"(200,)",False,"""Chip off the old Flintstone"" with her own cereal",Pebbles,1.0,0.0,"(200,)",200.0,easy,0,Movies & Film,1
299,14442,2836,1996-12-23,Double Jeopardy,"(1, 1)",SCULPTURE,"(200,)",False,"This creator of ""The Thinker"" studied sculpture with Antoine Louis Barye",Auguste Rodin,1.0,0.0,"(200,)",200.0,easy,5,"Mythology, Literature & Wordplay",1
300,2118,261,1985-09-09,Double Jeopardy,"(2, 1)",THE RENAISSANCE,"(200,)",False,"The term ""renaissance"" is from a French word meaning this",rebirth,1.0,0.0,"(200,)",200.0,easy,10,Science & Academia,1
301,5258,2550,1995-10-06,Double Jeopardy,"(6, 1)",MYTHOLOGICAL WORDS & PHRASES,"(200,)",False,Wild celebrations are called Bacchanal after the festivals that honored this wine god,Bacchus,1.0,0.0,"(200,)",200.0,easy,11,"Water, Transport & Landforms",1
302,54933,7650,2017-12-08,Jeopardy,"(1, 1)",THE FOOD CHAIN,"(200,)",False,The $6 Footlong Sub of the Day,Subway,1.0,0.0,"(200,)",200.0,easy,7,American Pop Culture,1
303,20896,2947,1997-05-27,Jeopardy,"(3, 1)",GOVERNMENT & POLITICS,"(100,)",False,Congressman Dick Armey holds this position in the House of Representatives,Majority leader,1.0,0.0,"(100,)",100.0,easy,4,"Nature, Geography & Earth Science",1
304,45737,7497,2017-03-28,Jeopardy,"(3, 2)",PICK YOUR POISON,"(400,)",False,"Agatha Christie taught us it smells like bitter almonds:cyanide, nicotine, opium",cyanide,1.0,0.0,"(400,)",400.0,easy,12,History & World Leaders,1
305,21811,2961,1997-06-16,Jeopardy,"(2, 2)",GEMS & JEWELS,"(200,)",False,"Like South Africa's, Namibia's economy is based in part on exports of gem-quality ones of these",diamonds,1.0,0.0,"(200,)",200.0,easy,5,"Mythology, Literature & Wordplay",1
306,32046,4282,2003-03-25,Jeopardy,"(1, 2)",I LOVE NEW YORK,"(400,)",False,(New York Yankees manager Joe Torre)  You'll find collections of roses & tulips in the New York Botanical Garden in this borough where I work,Bronx,1.0,0.0,"(400,)",400.0,easy,3,Food & Cuisine,1
307,30352,4251,2003-02-10,Double Jeopardy,"(4, 1)",SCORPIOS,"(400,)",False,"Born November 10, 1968 in the Dominican Republic, in the past 3 years he's hit over 150 home runs",Sammy Sosa,1.0,0.0,"(400,)",400.0,easy,2,"Politics, Government & Industry",1
308,10618,2754,1996-07-18,Jeopardy,"(5, 3)",INTERNATIONAL THEATRE,"(300,)",False,"This Russian playwright died in July, 1904, less than 6 months after his ""The Cherry Orchard"" premiered",Anton Chekhov,1.0,0.0,"(300,)",300.0,easy,13,Trivia & Famous People,1
309,230,5,1984-09-14,Double Jeopardy,"(4, 1)","STARTS WITH ""J""","(200,)",False,The first Mrs. Bonaparte,Josephine,1.0,0.0,"(200,)",200.0,easy,19,20th Century History & Pop Culture,1
310,15826,2860,1997-01-24,Double Jeopardy,"(4, 2)",ANNUAL EVENTS,"(400,)",False,Pecos in this state has a world championship bar-b-q contest & a cantaloupe festival,Texas,1.0,0.0,"(400,)",400.0,easy,15,Literature & Language,1
311,10209,2737,1996-06-25,Jeopardy,"(6, 2)","CROSSWORD CLUES ""M""","(200,)",False,Bates building (5),motel,1.0,0.0,"(200,)",200.0,easy,19,20th Century History & Pop Culture,1
312,9187,2710,1996-05-17,Jeopardy,"(4, 2)",ETIQUETTE,"(200,)",False,"Obituaries often state that a contribution may be made to a charity ""in lieu of"" these",flowers,1.0,0.0,"(200,)",200.0,easy,12,History & World Leaders,1
313,48301,7540,2017-05-26,Jeopardy,"(5, 2)",BULLET POINTS,"(400,)",False,"After this criminal duo was killed on May 23, 1934, 20-plus bullets were dug out of both him & her",Bonnie and Clyde,1.0,0.0,"(400,)",400.0,easy,5,"Mythology, Literature & Wordplay",1
314,4598,438,1986-05-14,Double Jeopardy,"(1, 2)",SICKNESS & HEALTH,"(400,)",False,The University of Kansas found music in the delivery room shortens this part of the  birth cycle,labor,1.0,0.0,"(400,)",400.0,easy,5,"Mythology, Literature & Wordplay",1
315,35882,4345,2003-06-20,Jeopardy,"(6, 2)","AN ""IF""FY CATEGORY","(400,)",False,To take in an aroma,sniff,1.0,0.0,"(400,)",400.0,easy,19,20th Century History & Pop Culture,1
316,14481,2837,1996-12-24,Jeopardy,"(3, 2)",KITCHEN UTENSILS,"(200,)",False,A typical one of these beverage openers has a metal spiral with a transverse handle attached,Corkscrew,1.0,0.0,"(200,)",200.0,easy,7,American Pop Culture,1
317,3381,336,1985-12-23,Jeopardy,"(3, 1)",DOGS,"(100,)",False,"Bred for speed, these dogs carry no unnecessary weight & have very large lungs",greyhounds,1.0,0.0,"(100,)",100.0,easy,9,Inventions & Notable Names,1
318,33277,4302,2003-04-22,Double Jeopardy,"(6, 1)","A ""LEG""","(400,)",False,To give someone one of these lifts is to give him an advantage over others,a leg up,1.0,0.0,"(400,)",400.0,easy,19,20th Century History & Pop Culture,1
319,19513,2923,1997-04-23,Double Jeopardy,"(3, 2)",RELIGION,"(400,)",False,"Practiced by the Soto sect, Zazen is a type of seated meditation in the Zen form of this religion",Buddhism,1.0,0.0,"(400,)",400.0,easy,11,"Water, Transport & Landforms",1
320,1668,81,1984-12-31,Double Jeopardy,"(3, 1)",MOVIES,"(200,)",False,"Rubbery stuff that made ""The Absent-Minded Professor's"" Model T fly",flubber,1.0,0.0,"(200,)",200.0,easy,13,Trivia & Famous People,1
321,13704,2824,1996-12-05,Jeopardy,"(4, 2)",LITERARY HODGEPODGE,"(200,)",False,"Once a naval historian in the south Pacific, he won a Pulitzer Prize for ""Tales of the South Pacific""",James Michener,1.0,0.0,"(200,)",200.0,easy,16,"Sports, Royalty & Western History",1
322,45907,7500,2017-03-31,Jeopardy,"(1, 1)",THE 50 STATES,"(200,)",False,That's a Space Shuttle above the trees on this state's quarter,Florida,1.0,0.0,"(200,)",200.0,easy,4,"Nature, Geography & Earth Science",1
323,60102,7737,2018-04-10,Double Jeopardy,"(5, 1)",WORD HISTORY,"(400,)",False,This word for a bad dream once also meant a monster that makes you feel suffocated while you sleep,a nightmare,1.0,0.0,"(400,)",400.0,easy,14,World Regions & Capitals,1
324,17918,2896,1997-03-17,Jeopardy,"(2, 2)",THE BIBLE,"(200,)",False,The 4 Gospels appear in this order,"Matthew, Mark, Luke & John",1.0,0.0,"(200,)",200.0,easy,11,"Water, Transport & Landforms",1
325,27579,4204,2002-12-05,Double Jeopardy,"(6, 1)",12-LETTER WORDS,"(400,)",False,"A religious grouping, or the monetary value of a bill",denomination,1.0,0.0,"(400,)",400.0,easy,14,World Regions & Capitals,1
326,36103,4349,2003-06-26,Jeopardy,"(2, 1)",SHAPES,"(200,)",False,It's the common graphic the USDA used as a visual guide for healthy eating,pyramid,1.0,1.0,"(200,)",200.0,easy,5,"Mythology, Literature & Wordplay",0
327,20742,2944,1997-05-22,Double Jeopardy,"(2, 1)",LAWS,"(200,)",False,In 1977 Quebec passed a law forcing immigrants to educate their children in this language,French,1.0,0.0,"(200,)",200.0,easy,4,"Nature, Geography & Earth Science",1
328,19195,2918,1997-04-16,Jeopardy,"(6, 4)","CROSSWORD CLUES ""I""","(400,)",False,Claude Monet or Rich Little(13),Impressionist,1.0,0.0,"(400,)",400.0,easy,19,20th Century History & Pop Culture,1
329,56656,7678,2018-01-17,Double Jeopardy,"(2, 1)",DICTIONARY DEFINITIONS,"(400,)",False,"According to Oxford, the superscript dot is the term for the mark that goes over these 2 letters",i and j,1.0,0.0,"(400,)",400.0,easy,14,World Regions & Capitals,1
330,28401,4218,2002-12-25,Double Jeopardy,"(3, 1)",LARRY,"(400,)",False,"In this rock band, Larry Mullen, Jr. plays drums; The Edge plays lead guitar",U2,1.0,0.0,"(400,)",400.0,easy,2,"Politics, Government & Industry",1
331,45457,7492,2017-03-21,Double Jeopardy,"(1, 1)",THE JEAN POOL,"(400,)",False,Quincy Jones wanted to change the title of this Michael Jackson hit to avoid confusion with a tennis player,"""Billie Jean""",1.0,0.0,"(400,)",400.0,easy,12,History & World Leaders,1
332,18223,2901,1997-03-24,Jeopardy,"(2, 3)",TV PILOTS,"(300,)",False,"A 1965 U.S. pilot of England's ""Steptoe and Son"" was recast & sold as this comedy show in 1972",Sanford and Son,1.0,1.0,"(300,)",300.0,easy,0,Movies & Film,0
333,6529,2607,1995-12-26,Jeopardy,"(3, 3)",TV SITCOMS,"(300,)",False,"Despite the death of Freddie Prinze, this series continued until 1978",Chico and the Man,1.0,0.0,"(300,)",300.0,easy,0,Movies & Film,1
334,28896,4227,2003-01-07,Jeopardy,"(2, 1)",I KNOW THAT SONG,"(200,)",False,"""Ding-Dong! The Witch is Dead!"" is a song from this famous movie",The Wizard of Oz,1.0,0.0,"(200,)",200.0,easy,18,Animals & Natural World,1
335,16222,2867,1997-02-04,Jeopardy,"(5, 2)",TIME'S MAN OF THE YEAR,"(200,)",False,This Soviet leader was Time's Man of the Year for 1987 & of the Decade in 1989,Mikhail Gorbachev,1.0,0.0,"(200,)",200.0,easy,12,History & World Leaders,1
336,36043,4348,2003-06-25,Jeopardy,"(1, 1)",FIRST NOVELS,"(200,)",False,Stephen King's first published novel was this tale of a tormented telekinetic teen,"""Carrie""",1.0,0.0,"(200,)",200.0,easy,6,Performing Arts,1
337,16767,2875,1997-02-14,Jeopardy,"(1, 2)",BOOKS ABOUT TEENS,"(200,)",False,One of history's most famous diaries was written by this Jewish girl in hiding during WWII,Anne Frank,1.0,0.0,"(200,)",200.0,easy,6,Performing Arts,1
338,55361,7657,2017-12-19,Jeopardy,"(2, 2)",SOUNDS LIKE A LIQUOR BRAND,"(400,)",False,"In math it's found before ""value""; in thermodynamics, before ""zero""",absolute,1.0,0.0,"(400,)",400.0,easy,7,American Pop Culture,1
339,50098,7570,2017-07-07,Jeopardy,"(1, 2)",HOW GREEN IS MY VALLEY,"(400,)",True,"You can visit the town of Calistoga in this lush (& we do mean ""lush"") valley north of San Francisco",Napa,1.0,0.0,"(400,)",400.0,easy,12,History & World Leaders,1
340,1528,70,1984-12-14,Jeopardy,"(6, 4)","""AC""/""DC""","(400,)",False,American sculptor known for his playful metal mobiles,Alexander Calder,0.0,3.0,"(400,)",400.0,easy,19,20th Century History & Pop Culture,0
341,446,12,1984-09-25,Double Jeopardy,"(4, 1)",LAW,"(200,)",False,"A second prosecution for the same offense, or this round",double jeopardy,1.0,0.0,"(200,)",200.0,easy,4,"Nature, Geography & Earth Science",1
342,54175,7637,2017-11-21,Jeopardy,"(2, 2)",WORDS FROM THE GREEK,"(400,)",False,Take a long look; it's the type of photo seen here,a panorama,1.0,0.0,"(400,)",400.0,easy,14,World Regions & Capitals,1
343,3764,368,1986-02-05,Jeopardy,"(6, 2)",COOKING TERMS,"(200,)",False,"From French ""to make white"", it's to boil food for a short time",blanch,1.0,0.0,"(200,)",200.0,easy,7,American Pop Culture,1
344,36136,4349,2003-06-26,Double Jeopardy,"(5, 1)",ALL IN THE FAMILY,"(400,)",False,Today you'll find Archie & Edith Bunker's easy chairs here,Smithsonian Institution,1.0,0.0,"(400,)",400.0,easy,12,History & World Leaders,1
345,58139,7704,2018-02-22,Jeopardy,"(5, 2)",LAUGH-IN AT 50,"(400,)",False,"Before he created ""Saturday Night Live"", he practiced his sketch skills as a ""Laugh-In"" writer",Lorne Michaels,1.0,0.0,"(400,)",400.0,easy,12,History & World Leaders,1
346,42907,7449,2017-01-19,Jeopardy,"(4, 1)","SONG OF ""MYSELF""","(200,)",False,Back in the '80s Billy Idol was doing this on the floors of Tokyo & down in London town to go-go,"""Dancing With Myself""",1.0,0.0,"(200,)",200.0,easy,18,Animals & Natural World,1
347,16702,2874,1997-02-13,Jeopardy,"(3, 1)",COLORS,"(100,)",False,"It's a creamy white color, or what white piano keys were once widely made of",Ivory,1.0,0.0,"(100,)",100.0,easy,5,"Mythology, Literature & Wordplay",1
348,47395,7525,2017-05-05,Jeopardy,"(5, 1)",CREATURES IN MOVIE TITLES,"(200,)",False,Sam Raimi directed this 2002 superhero film & 2 sequels,Spider-Man,1.0,0.0,"(200,)",200.0,easy,9,Inventions & Notable Names,1
